,RegionName,State,Latitude,Longitude
1329,South Valley,NM,35.0100487,-106.6780809
1330,Marlboro,NJ,40.3380949,-74.26872910000002
1331,Essex,MD,39.30927430000001,-76.47496199999999
1332,Aiea,HI,21.386338,-157.9255357
1333,Lancaster,TX,32.5920798,-96.7561082
1334,Teaneck,NJ,40.8932469,-74.0116536
1335,Manalapan,NJ,40.2859203,-74.348582
1336,Painesville,OH,41.7244885,-81.245657
1337,Holyoke,MA,42.2042586,-72.6162009
1338,Ceres,CA,37.5949316,-120.9577098
1339,Wilkes-Barre,PA,41.2459149,-75.88130749999999
1340,Elmont,NY,40.700936,-73.712909
1341,Salem,MA,42.51954,-70.8967155
1342,Middle River,MD,39.3342744,-76.4394056
1343,Fond du Lac,WI,43.7730448,-88.4470508
1344,Owasso,OK,36.2695388,-95.8547119
1345,Brookfield,WI,43.0605671,-88.1064787
1346,Monroe,NJ,40.336419,-74.43304739999999
1347,Norwich,CT,41.5242649,-72.07591049999999
1348,Beaufort,SC,32.4315813,-80.6698286
1349,Sun City,AZ,33.5975393,-112.2718239
1350,Streamwood,IL,42.0255827,-88.17840849999999
1351,Rancho Palos Verdes,CA,33.7444613,-118.3870173
1352,Henderson,NC,36.3294305,-78.39920099999999
1353,Hilliard,OH,40.0333961,-83.1582451
1354,Mundelein,IL,42.263079,-88.00396529999999
1355,New Berlin,WI,42.9764027,-88.1084224
1356,Los Banos,CA,37.0582786,-120.8499151
1357,Wheeling,IL,42.1391927,-87.9289591
1358,Scarsdale,NY,41.0050977,-73.7845768
1359,Amherst,MA,42.3732216,-72.5198537
1360,Cleburne,TX,32.3476438,-97.38668369999999
1361,Clinton,MD,38.7651145,-76.8983059
1362,Casselberry,FL,28.677775,-81.3278455
1363,Kerrville,TX,30.0474332,-99.1403189
1364,Germantown,TN,35.0867577,-89.8100858
1365,Bartlett,IL,41.9950276,-88.1856301
1366,Marlborough,MA,42.3459271,-71.5522874
1367,Montclair,NJ,40.8259007,-74.2090053
1368,Maplewood,MN,44.9530215,-92.9952153
1369,Hillsborough,NJ,40.5106322,-74.6472522
1370,Burleson,TX,32.5420821,-97.3208492
1371,Jacksonville,AR,34.8662005,-92.1101458
1372,Bristol,TN,36.5951059,-82.18874439999999
1373,North Augusta,SC,33.5018026,-81.9651152
1374,Riverton,UT,40.521893,-111.9391023
1375,Bowling Green,OH,41.3747744,-83.6513229
1376,Wheeling,WV,40.0639616,-80.7209149
1377,Woodinville,WA,47.7542651,-122.1634581
1378,Milton,GA,34.1321631,-84.30066599999999
1379,Kinston,NC,35.2626635,-77.5816353
1380,Kendall West,FL,25.7089512,-80.4380722
1381,Belton,TX,31.0560132,-97.46445299999999
1382,Elizabeth City,NC,36.2946008,-76.2510461
1383,Woburn,MA,42.4792618,-71.1522765
1384,Montgomery,TX,30.3882613,-95.69633549999999
1385,Lake Wales,FL,27.9014133,-81.58590989999999
1386,Great Neck,NY,40.8006567,-73.7284647
1387,Brighton,CO,39.9852617,-104.8205283
1388,Lebanon,OH,39.4353373,-84.2029922
1389,Lutherville Timonium,MD,39.4354087,-76.6123884
1390,Northbrook,IL,42.1275267,-87.82895479999999
1391,Oakley,CA,37.9974219,-121.7124536
1392,Papillion,NE,41.1544432,-96.0422378
1393,Nottingham,MD,39.3698263,-76.4548626
1394,Waianae,HI,21.4359641,-158.1848755
1395,Wentzville,MO,38.81144,-90.8529107
1396,Hallandale,FL,25.9812024,-80.14837899999999
1397,Rock Island,IL,41.5094771,-90.5787476
1398,Warren,OH,41.2375569,-80.81841659999999
1399,Merrillville,IN,41.4828144,-87.33281389999999
1400,Culver City,CA,34.0211224,-118.3964665
1401,Saratoga Springs,NY,43.0831301,-73.7845651
1402,Fairborn,OH,39.8208925,-84.01937889999999
1403,Duncanville,TX,32.6518004,-96.9083366
1404,Fairburn,GA,33.5670562,-84.5810418
1405,Ringgold,GA,34.9159099,-85.1091173
1406,Marion,IA,42.033279,-91.5968958
1407,Greenacres,FL,26.6276276,-80.1353896
1408,Ramona,CA,33.04136039999999,-116.8792553
1409,Miamisburg,OH,39.6428362,-84.2866083
1410,La Quinta,CA,33.6633573,-116.3100095
1411,Palmetto,FL,27.5214269,-82.57231929999999
1412,Montclair,CA,34.0775104,-117.6897776
1413,Palestine,TX,31.7621153,-95.6307891
1414,Pacifica,CA,37.6138253,-122.4869194
1415,Searcy,AR,35.2468204,-91.73368459999999
1416,Glen Ellyn,IL,41.8775293,-88.0670118
1417,Chelsea,MA,42.3917638,-71.0328284
1418,Chester,PA,39.849557,-75.3557457
1419,Salem,VA,37.2934681,-80.05476259999999
1420,Park Ridge,IL,42.0111412,-87.84061919999999
1421,Tifton,GA,31.4504629,-83.5084973
1422,Arnold,MO,38.4328317,-90.3776187
1423,Plymouth,MI,42.3714253,-83.4702132
1424,Greenville,MS,33.399661,-91.0377029
1425,Romeoville,IL,41.6475306,-88.0895061
1426,Brownsburg,IN,39.8433769,-86.39777350000001
1427,Ocoee,FL,28.5691677,-81.5439619
1428,El Dorado Hills,CA,38.6857367,-121.082167
1429,Perrysburg,OH,41.556996,-83.627157
1430,Boerne,TX,29.79466409999999,-98.7319703
1431,Atwater,CA,37.3477174,-120.609084
1432,Hurst,TX,32.8234621,-97.1705678
1433,Texarkana,AR,33.4417915,-94.0376881
1434,Dunnellon,FL,29.0491426,-82.46093309999999
1435,Aventura,FL,25.9564812,-80.1392121
1436,Kearney,NE,40.69933030000001,-99.0816784
1437,Englewood,CO,39.6477653,-104.9877597
1438,Calhoun,GA,34.502587,-84.9510542
1439,Hanover Park,IL,41.9994722,-88.1450735
1440,Leavenworth,KS,39.3111112,-94.9224637
1441,Alamogordo,NM,32.8995325,-105.960265
1442,Henderson,KY,37.8361538,-87.59001339999999
1443,Northglenn,CO,39.8961821,-104.9811468
1444,Friendswood,TX,29.5293998,-95.2010447
1445,Middletown,DE,39.449556,-75.7163207
1446,Mount Airy,NC,36.4993007,-80.6072858
1447,Lincoln Park,MI,42.2505943,-83.1785361
1448,Rohnert Park,CA,38.3396367,-122.7010984
1449,Reynoldsburg,OH,39.9547861,-82.81211909999999
1450,Hilton Head Island,SC,32.216316,-80.752608
1451,Penfield,NY,43.1303407,-77.475551
1452,Greenfield,WI,42.9614039,-88.0125865
1453,Northport,AL,33.229007,-87.5772293
1454,Brighton,NY,43.1222716,-77.57340479999999
1455,Huber Heights,OH,39.843947,-84.12466080000002
1456,Moorpark,CA,34.285558,-118.8820414
1457,Braintree,MA,42.2079017,-71.0040013
1458,Copperas Cove,TX,31.124062,-97.90307849999999
1459,District Heights,MD,38.8576128,-76.8894171
1460,Port Angeles,WA,48.118146,-123.4307413
1461,McMinnville,OR,45.21011619999999,-123.1987163
1462,Roy,UT,41.1616108,-112.0263313
1463,Lancaster,NY,42.8982361,-78.6341996
1464,Egypt Lake-Leto,FL,28.0169633,-82.495373
1465,Converse,TX,29.5180081,-98.3161241
1466,Trumbull,CT,41.2428563,-73.2006639
1467,Claremont,CA,34.0966764,-117.7197785
1468,Altadena,CA,34.190162,-118.1313188
1469,Arcadia,FL,27.2158826,-81.8584164
1470,East Meadow,NY,40.7139898,-73.5590157
1471,Beverly,MA,42.5584283,-70.880049
1472,Kailua Kona,HI,19.639994,-155.9969261
1473,Myrtle Beach,SC,33.6890603,-78.8866943
1474,Laramie,WY,41.3113669,-105.5911007
1475,Fort Lee,NJ,40.8509333,-73.9701381
1476,East Point,GA,33.6795531,-84.43937240000001
1477,Shrewsbury,MA,42.2959267,-71.71284709999999
1478,Manitowoc,WI,44.0886059,-87.657584
1479,Niles,MI,41.8297694,-86.2541768
1480,Oro Valley,AZ,32.3909071,-110.966488
1481,Lemoore,CA,36.3007835,-119.7829107
1482,Cedar Falls,IA,42.5348993,-92.4453161
1483,Moncks Corner,SC,33.1960027,-80.01313739999999
1484,Tucker,GA,33.8545479,-84.2171424
1485,Buffalo Grove,IL,42.1662831,-87.9631308
1486,Sykesville,MD,39.3737149,-76.9677566
1487,Wildwood,MO,38.582831,-90.6629047
1488,Ewing,NJ,40.2599864,-74.79091249999999
1489,Lake Worth,FL,26.6167555,-80.0684479
1490,Lewiston,ME,44.100351,-70.21477639999999
1491,Grovetown,GA,33.4504157,-82.1981764
1492,Yorktown,NY,41.2625965,-73.8183804
1493,Waycross,GA,31.2135511,-82.3540178
1494,Menomonee Falls,WI,43.1788967,-88.1173132
1495,Cape Girardeau,MO,37.3058839,-89.51814759999999
1496,Clifton Park,NY,42.844668,-73.8183804
1497,Belleville,NJ,40.7936744,-74.15004689999999
1498,San Juan Capistrano,CA,33.5019027,-117.6627655
1499,Havertown,PA,39.9763656,-75.3149796
1500,Sonoma,CA,38.291859,-122.4580356
1501,Richfield,MN,44.8832982,-93.28300209999999
1502,Smithtown,NY,40.8559314,-73.2006687
1503,Hampton,GA,33.3870578,-84.2829784
1504,Avon,IN,39.7628227,-86.3997167
1505,Wildomar,CA,33.5989126,-117.2800372
1506,Oakville,MO,38.4700532,-90.3045604
1507,East Stroudsburg,PA,41.0030522,-75.1817547
1508,Boardman,OH,41.0242256,-80.6628528
1509,Pearl City,HI,21.3972222,-157.9733333
1510,San Juan,TX,26.1892409,-98.15528719999999
1511,Reidsville,NC,36.3548586,-79.6644747
1512,Pahrump,NV,36.2082943,-115.9839147
1513,West Hollywood,CA,34.0900091,-118.3617443
1514,Alliance,OH,40.9153362,-81.10593089999999
1515,Winona,MN,44.0553908,-91.6663523
1516,Calumet City,IL,41.6155909,-87.5294871
1517,West Chicago,IL,41.8847507,-88.2039607
1518,Rockwall,TX,32.93123360000001,-96.4597089
1519,Santa Paula,CA,34.3541659,-119.0592705
1520,Redmond,OR,44.2726203,-121.1739212
1521,Poplar Bluff,MO,36.7569994,-90.392888
1522,Pineville,LA,31.3224044,-92.4343035
1523,Athens,OH,39.3292396,-82.1012554
1524,Halethorpe,MD,39.2401735,-76.6806441
1525,Placerville,CA,38.7296252,-120.798546
1526,Natick,MA,42.2775281,-71.3468091
1527,Temple City,CA,34.1072305,-118.0578456
1528,Cabot,AR,34.974532,-92.0165336
1529,Roseville,MN,45.0060767,-93.15661070000002
1530,Franklin,WI,42.888627,-88.03841949999999
1531,Winchester,KY,37.990079,-84.17965029999999
1532,Torrington,CT,41.8003049,-73.1211715
1533,Orangetown,NY,41.0555461,-73.94773839999999
1534,Commerce,MI,42.5750853,-83.48823469999999
1535,La Vergne,TN,36.0156178,-86.5819394
1536,Kearns,UT,40.6599468,-111.9963275
1537,Batavia,OH,39.0770072,-84.1768795
1538,Troy,OH,40.0394982,-84.20327669999999
1539,Andover,MA,42.6583356,-71.1367953
1540,Cottage Grove,MN,44.8277446,-92.9438218
1541,Chelmsford,MA,42.5998139,-71.3672838
1542,Seneca,SC,34.6856555,-82.9532036
1543,Shelbyville,TN,35.483406,-86.46027169999999
1544,Villa Rica,GA,33.732052,-84.9191081
1545,Reisterstown,MD,39.4695489,-76.82942129999999
1546,Bettendorf,IA,41.5262641,-90.50725729999999
1547,Hudsonville,MI,42.870859,-85.8650358
1548,Coventry,RI,41.6885978,-71.5642076
1549,Staunton,VA,38.149576,-79.0716958
1550,Battle Ground,WA,45.7807959,-122.5477298
1551,South Miami Heights,FL,25.597606,-80.3806096
1552,Clover,SC,35.1112478,-81.2264646
1553,Shelby,NC,35.2923513,-81.5356463
1554,Pickerington,OH,39.8842304,-82.7535049
1555,Mableton,GA,33.8187167,-84.5824329
1556,University City,MO,38.6682407,-90.3324856
1557,Greenville,TX,33.1384488,-96.11080659999999
1558,Los Gatos,CA,37.2358078,-121.9623751
1559,Stow,OH,41.1595005,-81.44038979999999
1560,Barstow,CA,34.8957957,-117.0172826
1561,Royal Palm Beach,FL,26.7083984,-80.2306019
1562,Thomasville,GA,30.8365815,-83.9787808
1563,Moultrie,GA,31.1799407,-83.7888387
1564,Glastonbury,CT,41.6861794,-72.5450779
1565,Lorton,VA,38.704282,-77.2277603
1566,Hagerstown,MD,39.6417629,-77.71999319999999
1567,Beverly Hills,CA,34.0736204,-118.4003563
1568,Upper Arlington,OH,39.99450840000001,-83.0624078
1569,Pleasant Hill,CA,37.9479786,-122.0607963
1570,Shelton,WA,47.2150945,-123.1007066
1571,Powell,OH,40.1578402,-83.07518689999999
1572,Dartmouth,MA,41.6130323,-70.9704787
1573,Oak Harbor,WA,48.28829469999999,-122.6484205
1574,Galesburg,IL,40.94781580000001,-90.3712395
1575,Portage,IN,41.5758707,-87.1761455
1576,Marysville,CA,39.1457253,-121.5913547
1577,Garden City,KS,37.9716898,-100.8726618
1578,Madison,MS,32.4618086,-90.1153638
1579,Carmel,NY,41.4300937,-73.6801297
1580,Paris,TX,33.6609389,-95.55551299999999
1581,Gurnee,IL,42.3702996,-87.90201859999999
1582,Mount Vernon,VA,38.72931380000001,-77.1073859
1583,Big Spring,TX,32.2503979,-101.4787355
1584,Sapulpa,OK,35.9987007,-96.1141664
1585,Inver Grove Heights,MN,44.8480218,-93.04271530000001
1586,Randolph,MA,42.1619739,-71.042551
1587,Lewiston,ID,46.4004089,-117.001189
1588,Sand Springs,OK,36.1398102,-96.108891
1589,Leander,TX,30.5788055,-97.8530686
1590,Manhattan Beach,CA,33.8847361,-118.4109089
1591,Watertown,MA,42.3709299,-71.1828321
1592,Cumberland,RI,41.9721816,-71.4061876
1593,Elizabethton,TN,36.3487196,-82.21068760000001
1594,Sanger,CA,36.708006,-119.5559652
1595,Marysville,OH,40.2364486,-83.3671432
1596,Paine Field-Lake Stickney,WA,47.882704,-122.2635979
1597,Severn,MD,39.1370528,-76.6983022
1598,Greater Carrollwood,FL,28.0544223,-82.5131717
1599,Dana Point,CA,33.4672256,-117.6981014
1600,Rexburg,ID,43.8231096,-111.7924237
1601,Pullman,WA,46.7297771,-117.1817377
1602,Shingle Springs,CA,38.6691362,-120.9359987
1603,Ridgecrest,CA,35.6224561,-117.6708966
1604,Leawood,KS,38.966673,-94.6169012
1605,Flowery Branch,GA,34.1851017,-83.9251809
1606,Chatsworth,GA,34.7659145,-84.7699385
1607,Immokalee,FL,26.4185248,-81.4174057
1608,Cooper City,FL,26.0573112,-80.271716
1609,Galt,CA,38.2546373,-121.2999485
1610,Adelanto,CA,34.5827699,-117.409215
1611,Warsaw,IN,41.2381,-85.8530469
1612,Golden Glades,FL,25.9130411,-80.2117322
1613,San Dimas,CA,34.1066756,-117.8067257
1614,Orion,MI,42.7637431,-83.2720082
1615,Marana,AZ,32.436381,-111.2224422
1616,Tarpon Springs,FL,28.1461248,-82.7567679
1617,La Verne,CA,34.1008426,-117.7678355
1618,Albertville,AL,34.2675937,-86.20886689999999
1619,Newburgh,IN,37.9444882,-87.4052865
1620,Durango,CO,37.27528,-107.8800667
1621,Eagle,ID,43.6954424,-116.3540138
1622,Ravenna,OH,41.1575566,-81.2420473
1623,Farmingdale,NY,40.7325997,-73.4454009
1624,Butte,MT,46.0038232,-112.5347775
1625,Fair Lawn,NJ,40.9403762,-74.1318096
1626,Spotsylvania,VA,38.204165,-77.6077865
1627,Derry,NH,42.8806437,-71.3273346
1628,El Mirage,AZ,33.6130942,-112.3246042
1629,Oakdale,CA,37.7665947,-120.8471545
1630,Banning,CA,33.9255713,-116.8764103
1631,Marion,OH,40.5886699,-83.1285242
1632,Tehachapi,CA,35.1321877,-118.4489739
1633,Elk Grove Village,IL,42.0039178,-87.9703461
1634,Gadsden,AL,34.014264,-86.0066386
1635,Reedley,CA,36.5963395,-119.4504029
1636,Montrose,CO,38.4783198,-107.8761738
1637,Princeton,WV,37.3662293,-81.1025918
1638,Dunedin,FL,28.0197404,-82.7717684
1639,Lexington,MA,42.4473497,-71.2271531
1640,Norristown,PA,40.121497,-75.3399048
1641,Franklin,IN,39.4806055,-86.0549863
1642,Jasper,AL,33.8312185,-87.2775053
1643,Gainesville,VA,38.7956706,-77.6138802
1644,Sahuarita,AZ,31.9575818,-110.955646
1645,Merrick,NY,40.6628795,-73.55151599999999
1646,Collinsville,IL,38.6703266,-89.9845476
1647,Plainfield,IN,39.70421229999999,-86.39943869999999
1648,Foster City,CA,37.5585465,-122.2710788
1649,Westwego,LA,29.9060388,-90.14229619999999
1650,Sylvania,OH,41.7189392,-83.7129935
1651,Ken Caryl,CO,39.5758213,-105.1122088
1652,Bellmore,NY,40.6687125,-73.5270709
1653,Franklin,MA,42.0834313,-71.396725
1654,Somerton,AZ,32.5964404,-114.709677
1655,Cottonwood Heights,UT,40.6183158,-111.8162931
1656,Chillum,MD,38.96372179999999,-76.9908093
1657,South Lyon,MI,42.46059,-83.6516063
1658,Riviera Beach,FL,26.7753405,-80.0580969
1659,Eustis,FL,28.8527675,-81.6853534
1660,Van Buren,AR,35.436756,-94.34826799999999
1661,Rome,NY,43.2128473,-75.4557303
1662,Milford,OH,39.1753377,-84.29438209999999
1663,Odenton,MD,39.0839981,-76.7002462
1664,Granite City,IL,38.7014389,-90.14871989999999
1665,Saint Charles,IL,41.9141945,-88.3086867
1666,Eastpointe,MI,42.4683698,-82.9554746
1667,Belvidere,IL,42.2639098,-88.84426739999999
1668,Bangor,ME,44.8016128,-68.7712257
1669,Lauderdale Lakes,FL,26.1664736,-80.2083806
1670,Pikesville,MD,39.3742729,-76.7224727
1671,Burlington,NJ,40.071222,-74.86488729999999
1672,Gahanna,OH,40.0192307,-82.8793446
1673,Irmo,SC,34.0859829,-81.1831513
1674,Farmers Branch,TX,32.9265137,-96.89611509999999
1675,Randallstown,MD,39.3673278,-76.79525249999999
1676,Dover,DE,39.158168,-75.5243682
1677,North Ridgeville,OH,41.3894905,-82.01903209999999
1678,Ossining,NY,41.1628731,-73.8615246
1679,Westlake,OH,41.4553232,-81.9179173
1680,Elkridge,MD,39.1978788,-76.7625073
1681,Mc Minnville,TN,35.6865889,-85.7801453
1682,Atlantic City,NJ,39.3642834,-74.4229266
1683,Baldwin,NY,40.6686336,-73.6119129
1684,North Providence,RI,41.8535518,-71.46766389999999
1685,Matthews,NC,35.1168131,-80.72368039999999
1686,Sherwood,AR,34.8150907,-92.2243153
1687,Davison,MI,43.0347491,-83.5180063
1688,Dayton,TX,30.0466051,-94.8852026
1689,Prior Lake,MN,44.7132969,-93.4227274
1690,Chaska,MN,44.7893446,-93.60183889999999
1691,Dinuba,CA,36.5432837,-119.3870656
1692,Richmond West,FL,25.6103836,-80.4294996
1693,Atascadero,CA,35.4894169,-120.6707255
1694,Bethel Park,PA,40.3275697,-80.0394977
1695,Westmont,CA,33.9399781,-118.3046915
1696,Culpeper,VA,38.4729632,-77.9962512
1697,Denison,TX,33.7556593,-96.53665799999999
1698,Neptune,NJ,40.2091219,-74.0386271
1699,University Place,WA,47.2356536,-122.5504041
1700,La Porte,TX,29.6657838,-95.0193728
1701,Peachtree City,GA,33.3968557,-84.59634319999999
1702,Canton,MS,32.6126381,-90.0367512
1703,Saratoga,CA,37.2638324,-122.0230146
1704,Pearl,MS,32.2662515,-90.13426079999999
1705,Boone,NC,36.216795,-81.6745517
1706,Andover,MN,45.2332984,-93.29134049999999
1707,Hope Mills,NC,34.9704419,-78.9453056
1708,Winchester,CA,33.706966,-117.0844733
1709,Florence,AZ,33.0314508,-111.3873431
1710,North Huntingdon,PA,40.3301883,-79.7307014
1711,Marshalltown,IA,42.0494674,-92.90803749999999
1712,Deer Park,TX,29.7052284,-95.1238204
1713,North Olmsted,OH,41.4156025,-81.9234726
1714,Rolla,MO,37.948544,-91.7715303
1715,Clarence,NY,42.982216,-78.5770812
1716,Niles,IL,42.0189191,-87.80284019999999
1717,Franklin Square,NY,40.7073244,-73.6759635
1718,Princeton,NJ,40.3572976,-74.6672226
1719,Sedalia,MO,38.7044609,-93.2282613
1720,Camas,WA,45.58671280000001,-122.402442
1721,Waynesboro,VA,38.0684692,-78.8894682
1722,Aberdeen,SD,45.4646985,-98.4864829
1723,Midvale,UT,40.6110589,-111.8999353
1724,Naugatuck,CT,41.485921,-73.0506972
1725,Keizer,OR,44.9901194,-123.0262077
1726,Poinciana,FL,28.1573736,-81.47093579999999
1727,Security-Widefield,CO,38.7640957,-104.7404269
1728,Natchez,MS,31.5604442,-91.40317100000001
1729,Channelview,TX,29.7760599,-95.11465330000001
1730,Martinsville,VA,36.6915262,-79.8725386
1731,Willingboro,NJ,40.028848,-74.89164579999999
1732,Maple Valley,WA,47.3903403,-122.0453589
1733,Glendale Heights,IL,41.91030680000001,-88.0717353
1734,Mebane,NC,36.0959715,-79.2669619
1735,Lower Makefield,PA,40.2302142,-74.8624092
1736,Garfield,NJ,40.8814882,-74.113198
1737,Orangevale,CA,38.6785145,-121.2257818
1738,Alabaster,AL,33.2442813,-86.8163773
1739,Vestavia Hills,AL,33.4487183,-86.7877668
1740,West Little River,FL,25.8570407,-80.2369934
1741,Burlingame,CA,37.5778696,-122.34809
1742,Ross,PA,40.5367715,-80.0199562
1743,Parkville,MD,39.3773292,-76.5396875
1744,Hartsville,SC,34.3740431,-80.07340049999999
1745,Montgomery Village,MD,39.172728,-77.20360409999999
1746,Wantagh,NY,40.6837121,-73.5101258
1747,Middletown,PA,40.199814,-76.7310806
1748,Edwardsville,IL,38.8114364,-89.95315699999999
1749,North Tonawanda,NY,43.038668,-78.8642033
1750,Carpentersville,IL,42.1211364,-88.2578582
1751,Seaside,CA,36.6149217,-121.822098
1752,Dracut,MA,42.6703687,-71.3020052
1753,Westfield,IN,40.0428151,-86.1274888
1754,Galloway,NJ,39.4928235,-74.5596879
1755,Rockaway,NJ,40.9012101,-74.51432319999999
1756,Brooklyn Center,MN,45.076076,-93.3327283
1757,Lufkin,TX,31.3382406,-94.729097
1758,White Lake,MI,42.6592995,-83.4856913
1759,Muscatine,IA,41.424473,-91.0432051
1760,Dover,NH,43.1978624,-70.8736698
1761,Murray,KY,36.6103334,-88.31476099999999
1762,Newington,CT,41.6972996,-72.7228293
1763,Socorro,TX,31.654557,-106.3033145
1764,Menasha,WI,44.2022084,-88.44649729999999
1765,Cibolo,TX,29.561618,-98.2269553
1766,Terrell,TX,32.7359626,-96.2752569
1767,Leesburg,FL,28.810823,-81.87785819999999
1768,Moss Point,MS,30.4115881,-88.53446009999999
1769,Porter,TX,30.1044506,-95.2364276
1770,Freeport,IL,42.2966861,-89.6212271
1771,Monterey,CA,36.6002378,-121.8946761
1772,Abingdon,MD,39.4622357,-76.27722229999999
1773,Woodridge,IL,41.7469749,-88.0503406
1774,Millcreek,UT,40.6868914,-111.8754907
1775,Ellensburg,WA,46.9965144,-120.5478474
1776,Front Royal,VA,38.9181671,-78.1944446
1777,Jamestown,NY,42.0970023,-79.23532589999999
1778,Westfield,NJ,40.6589912,-74.3473717
1779,Live Oak,FL,30.2949457,-82.98402000000002
1780,Benton,AR,34.5645371,-92.586828
1781,Wailuku,HI,20.8911111,-156.5047222
1782,Wadsworth,OH,41.0256101,-81.72985190000001
1783,North Royalton,OH,41.3136644,-81.7245739
1784,Sidney,OH,40.2842164,-84.1554987
1785,North Andover,MA,42.69870239999999,-71.1350575
1786,Wheat Ridge,CO,39.766098,-105.0772063
1787,Greater Upper Marlboro,MD,38.8239747,-76.7356516
1788,Tewksbury,MA,42.6106478,-71.23422479999999
1789,Ladson,SC,32.9857275,-80.1098123
1790,Ocean Springs,MS,30.4113097,-88.8278057
1791,Orange,NJ,40.7706187,-74.2326478
1792,Des Moines,WA,47.4017661,-122.3242901
1793,Laguna Hills,CA,33.5916433,-117.6986604
1794,Walnut,CA,34.0202894,-117.8653386
1795,Piedmont,SC,34.7023389,-82.4645714
1796,Madison Heights,MI,42.4858692,-83.1052028
1797,Needham,MA,42.2809285,-71.23775479999999
1798,Cleveland,TX,30.34132,-95.0854885
1799,Northampton,PA,40.6862075,-75.4968501
1800,Inverness,FL,28.8354507,-82.3313955
1801,Dodge City,KS,37.7527982,-100.0170787
1802,Marion,NC,35.6840131,-82.00927449999999
1803,Kyle,TX,29.9891052,-97.87722670000001
1804,Fremont,OH,41.3503303,-83.1218634
1805,Chicago Heights,IL,41.506146,-87.6355995
1806,Rochester,NH,43.304526,-70.97561859999999
1807,Warrenton,VA,38.7134516,-77.7952712
1808,Drexel Hill,PA,39.9470567,-75.2921301
1809,West Linn,OR,45.3859859,-122.6400839
1810,Midlothian,TX,32.482361,-96.9944489
1811,American Fork,UT,40.3768954,-111.7957645
1812,Glasgow,KY,36.9958839,-85.91192149999999
1813,Grand Haven,MI,43.0630734,-86.22838639999999
1814,Selma,CA,36.5707838,-119.6120765
1815,Zeeland,MI,42.8125246,-86.01865099999999
1816,Livingston,NJ,40.7862871,-74.3300842
1817,New Smyrna Beach,FL,29.0258191,-80.9269984
1818,Seymour,IN,38.9592201,-85.8902547
1819,Mount Pleasant,WI,42.7369942,-87.8844309
1820,Palmer,AK,61.599415,-149.1146334
1821,Clemmons,NC,36.0215258,-80.3819984
1822,Weslaco,TX,26.1595194,-97.9908366
1823,Indian Trail,NC,35.0768141,-80.6692352
1824,Ozark,MO,37.0208865,-93.2060163
1825,San Carlos,CA,37.5071591,-122.2605222
1826,Faribault,MN,44.2949636,-93.268827
1827,Oak Park,MI,42.4594803,-83.18270509999999
1828,Wetumpka,AL,32.5437448,-86.2119127
1829,Plattsburgh,NY,44.6994873,-73.4529124
1830,Ottumwa,IA,41.01602930000001,-92.40830220000001
1831,Cicero,NY,43.1763158,-76.1141646
1832,Junction City,KS,39.0286093,-96.83139779999999
1833,Southlake,TX,32.9412363,-97.1341783
1834,Bethlehem,NY,42.5778541,-73.8183804
1835,Liberty,MO,39.2461138,-94.4191177
1836,Fernandina Beach,FL,30.6696818,-81.46259189999999
1837,Lafayette,CA,37.8857582,-122.1180201
1838,Sebastopol,CA,38.4021359,-122.8238806
1839,Dania Beach,FL,26.052311,-80.1439343
1840,Pittsford,NY,43.0789942,-77.5275463
1841,Shawnee,OK,35.3272928,-96.9253004
1842,College Park,MD,38.9896967,-76.93776
1843,Fremont,NE,41.4333909,-96.49814669999999
1844,Willis,TX,30.4249276,-95.47994179999999
1845,Brownstown,MI,42.1261157,-83.2572332
1846,Granger,IN,41.7533819,-86.11083769999999
1847,Orchard Park,NY,42.7675323,-78.7440921
1848,New Castle,IN,39.928935,-85.3702476
1849,Brainerd,MN,46.3526733,-94.2020084
1850,Hermiston,OR,45.8404101,-119.2894604
1851,Rock Springs,WY,41.58746439999999,-109.2029043
1852,Mason City,IA,43.1535728,-93.20103669999999
1853,Commack,NY,40.8428759,-73.29289430000001
1854,Port Chester,NY,41.0017643,-73.66568339999999
1855,Nixa,MO,37.0433863,-93.294353
1856,San Lorenzo,CA,37.6793968,-122.1267054
1857,Michigan City,IN,41.70753939999999,-86.8950297
1858,Paragould,AR,36.0584021,-90.4973286
1859,Southgate,MI,42.2139284,-83.19381469999999
1860,Voorhees,NJ,39.8519447,-74.961517
1861,Bristol,VA,36.595142,-82.1887368
1862,Brooksville,FL,28.5552719,-82.3878709
1863,Inman,SC,35.0470617,-82.0901088
1864,Shelbyville,KY,38.2120144,-85.2235666
1865,Cheshire,CT,41.5083668,-72.9106202
1866,Warminster,PA,40.2067884,-75.099807
1867,Burlington,IA,40.8076529,-91.1128901
1868,Owatonna,MN,44.0855572,-93.2259349
1869,Williamsport,PA,41.2411897,-77.00107860000001
1870,Arroyo Grande,CA,35.1185868,-120.5907252
1871,Libertyville,IL,42.2830786,-87.9531303
1872,Hopewell,VA,37.3043154,-77.28720009999999
1873,Rosenberg,TX,29.5571825,-95.80856229999999
1874,Norwood,MA,42.19439089999999,-71.19896949999999
1875,Lansing,IL,41.5647575,-87.53893099999999
1876,Vernon Rockville,CT,41.8186802,-72.47903699999999
1877,Schertz,TX,29.5521737,-98.269734
1878,Johnston,RI,41.8205199,-71.51261699999999
1879,Fleming Island,FL,30.0847449,-81.71837330000001
1880,Holiday,FL,28.18779,-82.73954540000001
